ID,Faixa_etaria,Idade,Sexo,Genero,Cor_raca,Residencia_fixa,Tempo_rua_RJ,Voltar_cidade_natal
3982,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3983,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3984,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3985,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3986,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3987,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3988,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3989,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3990,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3991,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3992,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3993,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3994,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3995,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3996,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
3997,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
3998,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
3999,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4000,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4001,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4002,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4003,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4004,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4005,50 a 59,52,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4006,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4007,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4008,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4009,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4010,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4011,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4012,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4013,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4014,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4015,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4016,18 a 30,30,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4017,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4018,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4019,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4020,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4021,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4022,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4023,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4024,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4025,60 a 69,67,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4026,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4027,18 a 30,30,Masculino,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
4028,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4029,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4030,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4031,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4032,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4033,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4034,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4035,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4036,18 a 30,30,Masculino,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
4037,18 a 30,30,Feminino,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
4038,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4039,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4040,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4041,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4042,60 a 69,67,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4043,31 a 49,40,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4044,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4045,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4046,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4047,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4048,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4049,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4050,Não identificada,999,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4051,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4052,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4053,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4054,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4055,60 a 69,67,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4056,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4057,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4058,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4059,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4060,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4061,31 a 49,40,Masculino,Não se aplica,Não identificada,Não se aplica,Não se aplica,Não se aplica
4062,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4063,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4064,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4065,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4066,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4067,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4068,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4069,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4070,12 a 17,16,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4071,12 a 17,16,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4072,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4073,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4074,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4075,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4076,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4077,12 a 17,16,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4078,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4079,Até 11,2,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4080,Até 11,7,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4081,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4082,18 a 30,30,Masculino,Não se aplica,Indígena,Não se aplica,Não se aplica,Não se aplica
4083,31 a 49,40,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4084,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4085,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4086,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4087,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4088,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4089,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4090,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4091,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4092,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4093,31 a 49,40,Feminino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4094,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4095,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4096,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4097,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4098,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4099,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4100,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4101,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4102,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4103,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4104,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4105,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4106,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4107,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4108,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4109,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4110,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4111,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4112,31 a 49,40,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4113,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4114,31 a 49,40,Não identificado,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4115,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4116,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4117,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4118,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4119,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4120,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4121,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4122,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4123,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4124,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4125,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4126,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4127,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4128,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4129,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4130,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4131,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4132,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4133,18 a 30,22,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4134,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4135,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4136,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4137,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4138,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4139,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4140,18 a 30,30,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4141,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4142,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4143,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4144,18 a 30,22,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4145,50 a 59,52,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4146,50 a 59,52,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4147,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4148,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4149,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4150,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4151,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4152,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4153,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4154,18 a 30,22,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4155,18 a 30,30,Feminino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4156,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4157,31 a 49,40,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4158,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4159,50 a 59,52,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4160,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4161,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4162,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4163,31 a 49,40,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4164,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4165,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4166,18 a 30,22,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4167,18 a 30,30,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4168,50 a 59,52,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4169,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4170,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4171,18 a 30,22,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4172,50 a 59,52,Feminino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4173,18 a 30,30,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
4174,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4175,18 a 30,30,Masculino,Não se aplica,Parda,Não se aplica,Não se aplica,Não se aplica
4176,50 a 59,52,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4177,60 a 69,67,Masculino,Não se aplica,Branca,Não se aplica,Não se aplica,Não se aplica
4178,31 a 49,40,Masculino,Não se aplica,Preta,Não se aplica,Não se aplica,Não se aplica
